# =============================================================================
# NEXTUP Platform - Synthetic Placement Outcomes Dataset
# =============================================================================
# PURPOSE: Technical demonstration only for SIH 2026 (Problem ID: SIH26135)
# DISCLAIMER: This is SYNTHETIC/SIMULATED data generated algorithmically.
#             It does NOT represent real government data, real trainees, or
#             real employment outcomes. Model accuracy numbers computed on
#             this dataset do NOT represent real-world predictive performance.
#             Validation on real verified outcome data is REQUIRED before
#             any operational deployment.
# TEAM: Team Lumora | Generated: 2026-09-12
# =============================================================================
attendance_pct,assessment_avg_score,certification_status,skill_gap_score,has_apprenticeship,training_duration_weeks,prior_experience_years,course_domain,state,num_job_applications,verified_skill_count,placement_status
94.0,64.2,0,10.9,0,9,4,Cloud Infrastructure,Tamil Nadu,21,9,1
79.1,65.0,1,73.3,1,15,2,Information Technology,Maharashtra,8,9,1
83.5,82.2,1,39.8,0,20,0,Information Technology,Tamil Nadu,0,4,1
67.9,87.1,1,71.5,0,13,1,Data Science and AI,Rajasthan,3,8,1
75.2,64.4,1,72.0,0,10,5,Industrial Electronics,Tamil Nadu,23,2,1
60.7,84.1,1,57.5,0,14,2,Information Technology,Tamil Nadu,19,2,1
79.8,65.9,1,10.9,1,16,5,Industrial Electronics,Uttar Pradesh,18,11,1
55.3,68.7,1,40.3,1,15,2,Data Science and AI,Rajasthan,21,12,1
100,96.3,0,69.4,1,10,0,Healthcare Technology,Gujarat,24,9,1
72.1,84.7,1,48.5,0,11,0,Cloud Infrastructure,West Bengal,14,9,1
87.3,87.5,1,17.2,0,16,4,Data Science and AI,Telangana,0,3,1
57.8,62.0,1,33.9,1,11,3,Healthcare Technology,West Bengal,10,10,1
64.1,94.9,0,33.9,1,20,2,Industrial Electronics,Gujarat,17,10,1
86.6,75.1,0,60.2,1,9,2,Information Technology,Uttar Pradesh,19,5,1
98.2,41.7,1,17.5,0,18,5,Cloud Infrastructure,West Bengal,18,3,1
57.6,34.2,0,44.9,0,8,4,Industrial Electronics,West Bengal,13,11,1
66.0,68.0,1,17.2,1,17,2,Cloud Infrastructure,Rajasthan,16,8,1
100.0,56.6,1,77.5,1,15,1,Healthcare Technology,Telangana,4,8,1
62.2,62.0,1,24.1,1,12,5,Data Science and AI,Tamil Nadu,11,12,1
54.9,71.3,1,18.1,0,15,4,Cloud Infrastructure,Rajasthan,18,12,1
49.8,64.2,1,46.6,0,10,0,Healthcare Technology,Uttar Pradesh,21,2,1
78.0,61.3,1,27.5,1,19,2,Data Science and AI,Maharashtra,6,10,1
90.8,91.9,1,62.0,1,11,4,Healthcare Technology,Maharashtra,25,6,1
49.4,100,1,31.9,1,8,5,Industrial Electronics,West Bengal,8,5,1
49.1,72.7,1,64.3,1,12,3,Data Science and AI,Karnataka,5,12,1
100,65.1,0,12.8,0,12,1,Cloud Infrastructure,Telangana,5,11,1
78.6,100,1,64.2,1,18,2,Cloud Infrastructure,Gujarat,15,11,1
80.8,56.6,0,22.9,0,16,1,Information Technology,Rajasthan,13,10,1
83.8,63.6,1,76.5,1,15,4,Cloud Infrastructure,Maharashtra,24,12,1
70.1,54.9,1,53.0,1,8,5,Information Technology,Karnataka,10,8,1
90.3,93.5,1,46.0,0,15,0,Data Science and AI,Uttar Pradesh,9,12,1
41.6,68.2,0,76.9,0,8,5,Data Science and AI,Uttar Pradesh,2,5,0
66.2,81.3,1,61.9,0,9,5,Information Technology,Maharashtra,21,4,1
77.1,67.1,0,22.5,0,9,4,Industrial Electronics,Rajasthan,7,6,1
91.7,64.8,0,10.4,1,9,5,Industrial Electronics,Karnataka,18,2,1
84.4,68.3,1,31.1,0,20,3,Data Science and AI,Maharashtra,12,8,1
81.0,71.3,1,30.6,1,12,5,Cloud Infrastructure,Gujarat,25,12,1
60.0,64.4,0,10.4,1,16,4,Information Technology,Uttar Pradesh,2,6,1
45.6,81.3,1,20.0,0,17,2,Data Science and AI,Tamil Nadu,6,3,1
95.5,43.9,1,79.6,0,16,0,Healthcare Technology,Karnataka,9,12,1
87.9,55.9,0,55.9,0,17,0,Healthcare Technology,West Bengal,6,7,0
67.6,95.3,1,20.7,1,20,2,Industrial Electronics,Maharashtra,13,4,1
100,69.2,1,33.2,0,15,2,Industrial Electronics,West Bengal,24,6,1
94.7,88.4,0,29.6,1,16,1,Healthcare Technology,Karnataka,8,12,1
46.7,49.7,1,63.8,0,8,4,Healthcare Technology,West Bengal,8,10,0
70.9,81.6,1,61.3,0,15,4,Cloud Infrastructure,Rajasthan,16,3,1
79.7,90.8,1,21.6,0,15,1,Cloud Infrastructure,Tamil Nadu,5,11,1
82.0,70.1,1,26.2,0,11,0,Industrial Electronics,Gujarat,21,5,1
99.7,97.2,0,77.8,1,12,5,Information Technology,Tamil Nadu,8,11,1
69.9,57.9,1,68.5,0,14,1,Industrial Electronics,Gujarat,16,8,1
65.4,73.6,1,40.8,0,16,5,Industrial Electronics,Tamil Nadu,8,5,1
89.2,92.4,1,56.3,0,13,5,Cloud Infrastructure,West Bengal,3,9,1
80.6,77.3,1,21.3,1,8,4,Industrial Electronics,Tamil Nadu,4,2,1
94.0,61.8,1,77.8,1,19,5,Data Science and AI,Karnataka,21,6,1
98.0,79.4,1,52.1,1,20,1,Industrial Electronics,Telangana,19,12,1
75.8,55.7,1,51.3,0,14,1,Cloud Infrastructure,Uttar Pradesh,3,2,0
73.3,83.4,0,73.1,1,20,4,Industrial Electronics,Karnataka,16,3,1
60.6,39.3,1,10.1,1,18,5,Industrial Electronics,Rajasthan,13,10,1
81.3,33.7,1,63.8,0,20,5,Healthcare Technology,Karnataka,24,11,1
89.4,87.3,0,70.1,0,16,3,Industrial Electronics,Maharashtra,8,5,1
52.4,50.4,1,24.4,1,14,2,Healthcare Technology,Rajasthan,3,4,1
77.3,100,1,35.6,0,18,3,Healthcare Technology,Rajasthan,24,5,1
71.8,56.3,1,31.5,0,19,3,Cloud Infrastructure,Karnataka,23,4,1
56.0,81.2,0,25.0,0,13,4,Cloud Infrastructure,Maharashtra,19,12,1
100,83.2,1,52.0,0,12,1,Information Technology,Maharashtra,11,3,1
91.8,64.3,1,30.1,1,8,1,Industrial Electronics,West Bengal,20,9,1
80.0,70.9,1,46.1,0,10,5,Healthcare Technology,Uttar Pradesh,1,7,1
84.3,70.8,1,38.0,1,14,4,Information Technology,Maharashtra,6,10,1
72.4,44.4,1,50.8,0,12,1,Information Technology,West Bengal,19,5,1
67.6,65.7,1,17.5,0,12,2,Industrial Electronics,Telangana,3,10,1
58.7,72.0,1,43.9,0,13,3,Healthcare Technology,Maharashtra,21,9,1
82.2,76.5,1,79.6,1,11,2,Industrial Electronics,Maharashtra,13,7,1
66.8,94.5,1,15.3,1,15,2,Data Science and AI,Telangana,11,5,1
99.5,63.1,1,44.9,0,19,1,Cloud Infrastructure,Uttar Pradesh,8,5,1
88.9,52.7,0,15.5,1,15,4,Healthcare Technology,Maharashtra,0,10,1
69.0,83.3,1,71.7,1,12,3,Industrial Electronics,Telangana,5,10,1
93.0,100,1,47.9,0,14,5,Cloud Infrastructure,West Bengal,24,4,1
72.7,53.1,1,10.8,0,17,0,Information Technology,Telangana,10,7,1
88.8,47.6,1,44.9,0,19,2,Data Science and AI,Telangana,11,8,1
81.4,80.6,1,26.0,0,12,1,Industrial Electronics,Rajasthan,17,8,1
100,69.5,1,19.4,1,18,4,Cloud Infrastructure,West Bengal,17,7,1
77.8,100,0,16.9,0,11,2,Data Science and AI,Karnataka,15,12,1
82.2,57.3,1,34.1,0,13,5,Data Science and AI,Tamil Nadu,19,5,1
64.2,93.3,1,61.6,1,14,4,Data Science and AI,Tamil Nadu,9,9,1
62.2,50.2,1,73.5,0,13,1,Data Science and AI,Telangana,10,7,1
66.1,60.9,1,64.7,1,19,4,Data Science and AI,Rajasthan,16,9,1
100,68.3,1,59.0,0,10,3,Cloud Infrastructure,Karnataka,3,3,1
74.7,70.8,1,63.5,0,12,4,Industrial Electronics,Rajasthan,4,3,1
88.5,63.2,1,21.9,0,13,2,Data Science and AI,Telangana,15,9,1
40.7,88.2,1,22.4,1,18,5,Healthcare Technology,Rajasthan,20,11,1
74.9,89.3,0,16.3,0,14,2,Data Science and AI,Maharashtra,4,6,1
53.0,67.6,0,30.1,0,19,3,Information Technology,Telangana,24,9,1
78.9,45.7,1,23.2,1,14,3,Data Science and AI,Rajasthan,7,4,1
79.1,79.2,1,46.2,1,17,5,Industrial Electronics,Telangana,21,6,1
63.2,41.9,0,30.3,1,17,3,Data Science and AI,West Bengal,8,11,1
74.3,81.3,1,11.5,1,12,2,Cloud Infrastructure,Maharashtra,4,9,1
86.5,75.8,1,44.9,0,19,0,Industrial Electronics,Tamil Nadu,10,3,1
76.5,89.9,1,22.7,1,12,3,Information Technology,Uttar Pradesh,0,3,1
100,71.6,1,64.0,0,11,3,Cloud Infrastructure,Telangana,12,12,1
91.2,96.4,1,48.5,0,15,5,Data Science and AI,Gujarat,9,5,1
58.6,85.0,1,11.1,1,17,0,Cloud Infrastructure,Maharashtra,12,5,1
57.9,58.6,1,20.8,1,11,1,Information Technology,Gujarat,15,3,1
56.5,96.1,1,65.4,0,11,2,Information Technology,Gujarat,17,12,1
77.7,68.3,1,60.7,0,8,3,Industrial Electronics,Telangana,22,9,1
73.4,78.5,1,29.3,1,16,1,Healthcare Technology,Tamil Nadu,2,10,1
74.7,85.5,1,10.1,1,14,5,Industrial Electronics,Gujarat,5,2,1
67.1,59.8,1,46.7,0,16,1,Information Technology,Gujarat,19,6,1
73.4,65.3,1,14.7,1,10,1,Industrial Electronics,Karnataka,1,5,1
78.6,60.8,1,53.7,1,8,2,Healthcare Technology,Karnataka,7,11,1
87.3,66.8,1,72.3,0,20,5,Information Technology,Rajasthan,1,7,1
54.0,78.3,0,14.9,0,11,4,Information Technology,Uttar Pradesh,3,3,1
70.6,79.8,1,49.9,1,16,5,Healthcare Technology,Karnataka,17,8,1
58.4,66.4,0,65.5,0,16,2,Industrial Electronics,West Bengal,21,4,0
93.5,58.9,1,69.1,0,18,3,Data Science and AI,Uttar Pradesh,23,7,1
74.0,84.3,1,41.3,0,19,0,Healthcare Technology,Maharashtra,9,11,1
98.8,100,0,78.9,0,13,0,Healthcare Technology,Tamil Nadu,24,6,1
87.3,83.1,1,26.3,1,9,4,Cloud Infrastructure,Uttar Pradesh,12,11,1
73.6,40.5,0,67.8,1,17,0,Information Technology,Telangana,19,12,1
84.3,77.4,1,34.4,1,14,0,Industrial Electronics,Maharashtra,24,5,1
95.2,79.3,1,49.5,0,19,1,Industrial Electronics,Rajasthan,4,2,1
73.5,59.2,1,37.6,0,9,3,Healthcare Technology,Rajasthan,18,2,1
93.2,82.8,1,19.1,0,16,1,Data Science and AI,Uttar Pradesh,15,8,1
58.8,72.2,1,32.6,1,9,0,Healthcare Technology,Rajasthan,21,8,1
70.4,84.9,1,11.7,0,13,4,Data Science and AI,Tamil Nadu,25,9,1
90.5,77.4,1,69.7,0,8,1,Cloud Infrastructure,Telangana,19,4,1
63.0,99.1,1,43.0,0,19,4,Information Technology,Telangana,6,5,1
71.7,63.0,1,73.4,0,12,1,Cloud Infrastructure,Uttar Pradesh,1,6,0
75.8,92.0,1,14.7,1,18,5,Healthcare Technology,Maharashtra,11,3,1
100,74.1,1,17.0,0,17,4,Industrial Electronics,Uttar Pradesh,2,4,1
96.8,67.2,1,12.8,1,12,2,Healthcare Technology,Tamil Nadu,15,8,1
80.6,62.7,1,45.1,1,18,2,Data Science and AI,Telangana,12,2,1
96.5,100,1,16.1,0,18,4,Cloud Infrastructure,Uttar Pradesh,20,12,1
87.7,100,1,48.0,0,10,4,Industrial Electronics,Uttar Pradesh,17,12,1
69.5,98.2,1,19.5,1,20,1,Cloud Infrastructure,Tamil Nadu,20,11,1
95.5,85.8,0,12.1,0,14,3,Information Technology,Telangana,9,9,1
79.3,63.6,0,63.4,1,12,4,Cloud Infrastructure,Uttar Pradesh,18,11,1
71.8,54.6,1,45.2,1,19,5,Information Technology,Rajasthan,11,4,1
69.1,73.8,0,38.6,1,12,3,Industrial Electronics,Uttar Pradesh,7,12,1
72.5,86.0,1,42.0,0,14,0,Industrial Electronics,Gujarat,19,8,1
59.1,52.9,1,46.8,1,20,0,Industrial Electronics,West Bengal,16,3,0
86.2,54.1,1,49.0,0,18,0,Cloud Infrastructure,West Bengal,6,6,1
97.3,51.4,1,21.7,0,8,5,Industrial Electronics,West Bengal,16,4,1
63.6,95.7,1,58.7,0,14,2,Healthcare Technology,Tamil Nadu,14,2,1
58.0,56.7,0,41.8,0,19,5,Industrial Electronics,Karnataka,22,4,1
90.7,96.3,1,78.3,1,10,3,Data Science and AI,Maharashtra,17,8,1
94.5,59.8,1,20.5,1,10,5,Cloud Infrastructure,Telangana,1,8,1
100,69.3,1,77.2,0,20,2,Industrial Electronics,West Bengal,0,9,1
76.4,71.5,1,26.7,1,15,3,Industrial Electronics,Karnataka,13,9,1
77.0,67.5,1,24.5,0,8,5,Healthcare Technology,Tamil Nadu,11,2,1
63.7,42.2,1,74.4,0,14,1,Information Technology,Telangana,5,12,0
63.2,51.2,1,62.5,0,8,0,Healthcare Technology,Gujarat,24,6,1
100,52.0,1,69.0,0,15,1,Data Science and AI,Gujarat,3,6,0
74.9,65.4,1,54.0,1,15,5,Cloud Infrastructure,Telangana,22,11,1
67.9,62.1,1,79.7,0,10,4,Industrial Electronics,West Bengal,18,9,1
78.4,73.6,0,18.3,0,20,0,Healthcare Technology,Rajasthan,23,5,1
91.3,76.7,1,24.9,1,19,2,Industrial Electronics,Telangana,8,3,1
96.0,84.2,1,49.8,1,10,1,Information Technology,West Bengal,10,7,1
84.3,47.2,1,53.9,1,16,2,Industrial Electronics,Maharashtra,14,8,1
67.1,68.7,1,33.2,1,20,2,Data Science and AI,Telangana,2,4,1
70.3,86.8,1,21.6,1,10,4,Information Technology,Gujarat,3,6,1
66.4,58.7,1,76.6,0,12,1,Information Technology,Maharashtra,3,7,0
91.9,61.9,0,43.8,0,11,2,Cloud Infrastructure,Telangana,15,10,1
69.8,90.6,1,19.3,1,15,3,Information Technology,Karnataka,22,10,1
76.3,77.0,1,71.0,0,8,0,Information Technology,Telangana,16,12,1
81.6,66.9,1,32.3,0,9,2,Cloud Infrastructure,Telangana,4,4,1
98.9,74.4,1,24.5,0,13,2,Information Technology,Uttar Pradesh,4,6,1
89.4,66.4,0,73.2,0,14,0,Data Science and AI,Rajasthan,2,8,0
69.1,35.6,1,58.3,0,13,2,Cloud Infrastructure,Karnataka,10,5,1
73.9,64.8,1,58.9,0,12,5,Industrial Electronics,West Bengal,20,9,1
85.9,68.7,1,28.1,0,10,5,Cloud Infrastructure,Gujarat,21,7,1
79.1,87.6,1,29.8,0,17,1,Industrial Electronics,Rajasthan,16,3,1
68.0,95.2,1,47.3,0,14,1,Information Technology,Tamil Nadu,19,5,1
75.6,79.2,1,78.6,1,13,4,Data Science and AI,Tamil Nadu,22,5,1
76.4,43.7,1,18.0,1,13,4,Information Technology,Tamil Nadu,3,9,1
92.3,97.6,1,36.5,0,18,0,Healthcare Technology,Tamil Nadu,2,5,1
95.5,57.4,0,20.3,0,16,2,Healthcare Technology,West Bengal,12,11,1
99.4,62.2,1,74.3,1,19,2,Data Science and AI,Maharashtra,2,11,1
