# =============================================================================
# NXTUP Platform - Training Dataset (Zero Data Leakage)
# =============================================================================
# PURPOSE: Independent dataset generation for NXTUP Placement Risk Modeling.
# RECORDS: 1200 | RANDOM SEED: 4242
# SIH 2026 (Problem ID: SIH26135) | Team Lumora
# =============================================================================
attendance_pct,assessment_avg_score,certification_status,skill_gap_score,has_apprenticeship,training_duration_weeks,prior_experience_years,course_domain,state,num_job_applications,verified_skill_count,placement_status
64.7,43.2,0,74.6,0,10,0,Healthcare Technology,Karnataka,5,3,0
85.5,72.7,1,30.1,0,14,0,Information Technology,Gujarat,11,9,1
89.7,73.3,1,27.2,1,16,0,Cloud Infrastructure,Maharashtra,16,11,1
87.7,71.4,1,24.8,0,14,1,Data Science & AI,Telangana,23,9,1
89.8,84.4,1,33.8,0,14,1,Data Science & AI,Maharashtra,8,11,1
88.5,75.9,0,36.8,1,14,0,Data Science & AI,Gujarat,16,9,1
84.8,73.3,0,43.6,0,14,1,Cloud Infrastructure,Kerala,20,8,1
76.3,60.1,0,66.8,1,10,0,Healthcare Technology,Telangana,16,7,1
83.9,71.0,0,50.6,0,16,0,Information Technology,Karnataka,17,9,1
86.9,70.6,1,37.0,0,16,0,Cloud Infrastructure,Uttar Pradesh,11,9,1
87.4,76.3,1,23.8,1,12,1,Cloud Infrastructure,Karnataka,11,10,1
71.5,50.1,0,61.8,1,14,2,Information Technology,Uttar Pradesh,2,6,1
86.2,74.2,1,35.4,0,16,0,Cloud Infrastructure,Telangana,13,9,1
69.4,39.5,1,54.5,0,20,0,Data Science & AI,Delhi,10,7,0
66.2,42.1,0,66.2,0,14,0,Healthcare Technology,Telangana,6,3,0
73.5,56.3,1,46.4,0,16,2,Data Science & AI,Karnataka,5,8,1
87.7,65.2,0,46.3,1,20,0,Information Technology,Maharashtra,11,7,1
82.8,62.9,0,55.4,0,24,0,Industrial Electronics,Karnataka,10,6,0
93.3,85.6,1,20.3,1,16,1,Information Technology,Telangana,9,11,1
63.4,51.3,0,69.4,0,16,0,Cloud Infrastructure,Telangana,8,4,0
64.0,40.6,0,72.7,1,14,1,Healthcare Technology,Delhi,8,3,0
73.9,55.6,0,65.5,0,18,0,Information Technology,Karnataka,15,5,1
89.4,77.3,1,24.7,0,16,0,Information Technology,Maharashtra,15,12,1
62.3,38.8,0,73.5,0,16,0,Information Technology,Maharashtra,5,3,0
87.3,71.0,0,46.0,0,16,0,Industrial Electronics,Gujarat,18,6,0
81.8,63.4,1,31.8,0,10,0,Healthcare Technology,Uttar Pradesh,10,8,1
66.5,43.8,0,79.2,0,16,1,Cloud Infrastructure,Rajasthan,6,4,0
93.4,76.5,1,17.1,1,16,0,Cloud Infrastructure,Tamil Nadu,8,10,1
67.2,47.7,0,69.6,0,20,1,Information Technology,Maharashtra,8,4,0
71.4,50.9,0,64.4,0,24,0,Industrial Electronics,Maharashtra,3,5,0
94.6,83.8,1,27.9,0,14,0,Data Science & AI,Rajasthan,12,12,1
73.3,45.9,0,67.1,1,20,0,Data Science & AI,Karnataka,5,5,0
90.7,87.5,1,30.6,0,24,1,Industrial Electronics,Gujarat,13,11,1
61.7,32.0,0,72.6,0,10,2,Healthcare Technology,Karnataka,13,2,0
88.7,72.4,1,31.7,0,12,1,Industrial Electronics,Tamil Nadu,9,10,1
86.3,76.6,1,25.8,1,20,0,Information Technology,Uttar Pradesh,8,10,1
93.1,73.3,1,28.2,0,14,0,Data Science & AI,Gujarat,18,10,1
66.8,46.0,1,56.6,0,14,0,Cloud Infrastructure,Tamil Nadu,10,7,1
99.5,88.5,1,17.5,1,14,0,Cloud Infrastructure,Karnataka,10,10,1
77.7,56.2,0,55.3,0,18,0,Information Technology,West Bengal,16,7,1
94.2,80.4,1,26.5,0,12,1,Healthcare Technology,Tamil Nadu,6,12,1
69.0,43.3,0,72.9,0,14,0,Data Science & AI,Maharashtra,7,4,0
71.2,42.5,0,61.5,0,20,2,Data Science & AI,Delhi,9,5,1
87.8,65.7,1,30.5,0,12,0,Healthcare Technology,Rajasthan,9,10,1
85.7,74.4,0,47.3,0,12,0,Cloud Infrastructure,Gujarat,18,8,1
91.7,83.5,1,21.8,1,20,1,Information Technology,Maharashtra,8,11,1
83.4,61.3,1,31.2,0,16,0,Industrial Electronics,Uttar Pradesh,9,10,1
85.0,63.2,1,41.4,0,24,0,Industrial Electronics,Uttar Pradesh,15,9,1
68.0,52.0,0,59.5,1,16,2,Cloud Infrastructure,Maharashtra,4,6,1
86.9,72.4,1,32.1,0,14,0,Information Technology,Delhi,18,9,1
75.7,64.9,0,58.2,1,14,4,Cloud Infrastructure,Tamil Nadu,10,6,1
64.6,32.0,0,80.9,0,20,1,Data Science & AI,Kerala,14,4,0
68.3,50.1,0,60.8,0,10,1,Healthcare Technology,Karnataka,11,4,1
94.1,79.8,1,16.3,1,20,0,Information Technology,Maharashtra,18,10,1
89.9,79.5,0,38.5,0,14,0,Cloud Infrastructure,Rajasthan,17,9,1
79.3,64.5,0,48.1,1,16,0,Information Technology,Telangana,11,7,1
73.3,55.6,0,53.7,1,16,0,Industrial Electronics,Karnataka,12,7,0
75.2,51.9,0,60.8,0,24,1,Industrial Electronics,Rajasthan,5,6,1
79.6,64.5,0,53.8,0,12,2,Industrial Electronics,Rajasthan,11,8,1
65.1,50.6,0,72.6,0,10,0,Healthcare Technology,Telangana,5,4,1
83.8,64.7,1,29.2,0,20,0,Data Science & AI,Karnataka,18,10,1
82.2,68.5,1,40.1,0,24,0,Industrial Electronics,Karnataka,11,9,1
80.8,64.0,0,51.8,1,14,0,Cloud Infrastructure,Maharashtra,15,7,1
69.9,46.2,0,66.1,1,14,1,Cloud Infrastructure,Delhi,3,6,1
65.9,42.2,1,53.9,0,12,0,Cloud Infrastructure,Maharashtra,1,7,1
63.1,39.3,1,58.3,1,18,1,Information Technology,Uttar Pradesh,7,5,1
89.4,77.4,1,28.6,1,16,0,Cloud Infrastructure,Delhi,6,10,1
69.5,51.8,0,67.1,0,14,0,Cloud Infrastructure,Maharashtra,5,6,0
80.7,59.9,1,48.8,0,12,1,Cloud Infrastructure,Tamil Nadu,7,9,1
79.8,61.2,1,41.0,1,12,0,Cloud Infrastructure,West Bengal,10,8,1
85.1,60.3,1,32.2,0,16,0,Data Science & AI,Maharashtra,9,9,1
66.4,55.0,0,65.0,0,18,0,Information Technology,Tamil Nadu,6,3,0
83.1,71.9,0,52.1,1,16,0,Data Science & AI,Maharashtra,13,8,1
72.2,55.3,0,64.3,0,16,0,Information Technology,Uttar Pradesh,11,5,0
66.7,45.1,0,67.1,0,16,0,Data Science & AI,Telangana,6,5,0
96.3,91.7,1,19.7,0,14,0,Information Technology,Uttar Pradesh,14,11,1
58.8,32.0,0,85.0,1,18,0,Information Technology,Uttar Pradesh,8,2,0
66.4,49.2,0,80.0,0,20,1,Data Science & AI,Uttar Pradesh,5,5,1
84.8,73.2,1,38.1,1,16,0,Data Science & AI,Maharashtra,16,10,1
68.0,51.8,0,64.2,1,16,1,Cloud Infrastructure,Delhi,7,5,1
80.7,61.9,1,38.4,1,16,0,Information Technology,Uttar Pradesh,13,8,0
72.0,53.9,1,53.2,0,18,0,Information Technology,Telangana,9,7,1
88.9,70.3,1,31.9,0,14,0,Data Science & AI,Uttar Pradesh,15,9,1
90.7,76.8,1,35.7,1,16,0,Cloud Infrastructure,Tamil Nadu,14,11,1
64.3,41.6,0,71.2,0,14,1,Cloud Infrastructure,Rajasthan,6,5,0
83.5,66.6,1,30.4,0,20,0,Data Science & AI,Gujarat,7,11,1
98.2,77.4,1,23.0,0,16,2,Industrial Electronics,Tamil Nadu,13,11,1
76.6,61.1,1,34.8,0,16,0,Cloud Infrastructure,Uttar Pradesh,13,8,1
84.3,60.6,0,58.5,1,16,0,Information Technology,Telangana,13,7,1
94.6,80.7,1,16.9,0,20,0,Information Technology,West Bengal,11,10,1
69.0,49.1,1,44.5,0,14,0,Healthcare Technology,Karnataka,7,6,1
72.0,58.5,0,61.2,0,14,0,Healthcare Technology,Gujarat,17,5,1
65.4,40.1,0,73.1,0,14,0,Healthcare Technology,West Bengal,10,5,0
78.0,67.6,1,42.0,0,12,0,Healthcare Technology,Maharashtra,10,10,1
91.9,71.5,1,23.7,0,20,0,Data Science & AI,Tamil Nadu,16,10,1
75.2,61.1,1,39.0,0,20,1,Information Technology,Karnataka,9,7,1
94.9,80.4,1,25.3,0,12,0,Healthcare Technology,Karnataka,9,12,1
81.8,64.6,1,32.1,0,16,0,Data Science & AI,Maharashtra,11,10,1
95.9,81.0,1,27.7,0,16,0,Industrial Electronics,Karnataka,13,10,1
81.2,72.7,1,43.2,0,14,0,Information Technology,Maharashtra,15,9,1
59.3,36.2,0,74.9,1,20,0,Data Science & AI,Maharashtra,4,3,0
90.4,77.8,1,20.1,0,14,1,Data Science & AI,Rajasthan,10,9,1
83.7,71.1,0,45.6,0,14,0,Data Science & AI,Maharashtra,16,7,1
88.9,76.0,0,48.8,0,12,1,Cloud Infrastructure,Tamil Nadu,9,7,1
89.9,70.5,1,33.7,1,16,0,Cloud Infrastructure,Gujarat,12,11,1
93.3,78.5,1,30.3,1,20,1,Information Technology,Maharashtra,11,10,1
92.6,82.3,1,22.4,0,20,0,Data Science & AI,Karnataka,8,12,1
63.6,44.1,0,75.2,0,20,0,Information Technology,West Bengal,11,4,0
63.2,46.7,0,67.5,0,10,0,Healthcare Technology,Delhi,5,5,0
80.9,60.0,0,54.0,0,16,0,Industrial Electronics,West Bengal,13,7,1
84.0,68.0,0,51.0,1,10,0,Healthcare Technology,Gujarat,11,6,1
81.7,57.4,1,35.7,1,12,1,Cloud Infrastructure,Kerala,14,7,1
87.2,77.0,0,36.0,0,16,0,Data Science & AI,Maharashtra,11,7,1
65.3,43.0,0,71.8,0,14,0,Healthcare Technology,Tamil Nadu,2,5,0
76.9,66.7,0,47.1,1,12,0,Healthcare Technology,Maharashtra,9,5,1
73.2,50.8,1,51.2,0,24,0,Industrial Electronics,Maharashtra,6,6,1
78.1,55.6,1,38.5,0,10,2,Healthcare Technology,Tamil Nadu,9,8,1
75.4,52.4,0,68.7,0,14,1,Cloud Infrastructure,Tamil Nadu,3,6,0
91.1,73.2,1,32.1,0,14,0,Information Technology,Karnataka,11,9,1
83.5,71.8,1,35.7,1,16,0,Cloud Infrastructure,Gujarat,11,9,1
84.9,65.5,0,50.5,1,10,0,Healthcare Technology,Kerala,13,7,1
95.6,87.1,1,20.3,0,14,0,Healthcare Technology,Karnataka,13,10,1
64.7,41.2,0,70.3,0,14,1,Information Technology,Maharashtra,6,3,1
82.7,61.9,1,41.7,0,16,1,Data Science & AI,Uttar Pradesh,11,10,1
84.6,73.9,1,45.3,0,18,0,Information Technology,Gujarat,11,10,1
83.1,63.9,0,56.8,0,16,0,Cloud Infrastructure,Karnataka,10,8,1
57.1,38.2,0,85.0,0,12,0,Cloud Infrastructure,Gujarat,5,4,0
86.6,68.0,0,45.9,0,12,0,Healthcare Technology,Gujarat,14,9,1
88.6,73.7,1,21.4,0,12,2,Cloud Infrastructure,Uttar Pradesh,11,10,1
84.2,75.7,1,34.2,0,12,0,Cloud Infrastructure,Karnataka,9,11,1
64.2,45.9,0,78.1,0,16,1,Data Science & AI,Maharashtra,11,3,1
69.3,47.4,0,71.0,1,24,0,Industrial Electronics,Telangana,8,4,0
79.5,69.1,1,43.6,1,12,1,Cloud Infrastructure,Maharashtra,10,7,1
79.4,65.9,0,55.0,0,18,1,Information Technology,Maharashtra,23,7,1
88.7,72.2,0,45.4,0,16,0,Information Technology,West Bengal,11,8,1
85.2,73.5,1,31.9,1,14,0,Information Technology,Karnataka,9,8,1
87.1,71.7,0,39.5,1,16,1,Information Technology,Uttar Pradesh,8,9,1
80.6,63.9,1,31.8,0,14,1,Cloud Infrastructure,Tamil Nadu,9,10,1
63.7,39.9,0,75.5,1,16,0,Cloud Infrastructure,Maharashtra,4,4,1
73.8,55.5,0,65.2,0,24,3,Industrial Electronics,Karnataka,14,6,1
71.9,47.1,0,72.7,0,16,0,Cloud Infrastructure,Telangana,1,5,1
72.5,57.5,0,56.1,0,16,1,Information Technology,Tamil Nadu,6,5,0
91.4,74.4,1,33.2,1,20,0,Data Science & AI,Karnataka,11,11,1
83.8,73.3,1,36.4,0,24,0,Industrial Electronics,Tamil Nadu,16,11,1
81.9,65.8,1,30.8,0,20,0,Data Science & AI,Telangana,9,9,1
84.2,72.0,0,56.7,0,16,2,Cloud Infrastructure,Karnataka,15,6,1
92.9,78.0,1,29.8,1,10,0,Healthcare Technology,Gujarat,17,12,1
81.4,70.3,0,52.9,0,12,0,Cloud Infrastructure,Karnataka,5,6,1
82.1,61.6,1,48.8,1,16,1,Data Science & AI,West Bengal,12,8,1
71.7,53.1,0,56.7,1,14,1,Healthcare Technology,Gujarat,6,5,0
94.0,84.4,1,27.5,0,12,0,Healthcare Technology,Karnataka,10,12,1
80.8,69.3,1,45.7,0,18,0,Information Technology,Tamil Nadu,18,10,1
72.1,52.6,1,41.4,1,12,2,Industrial Electronics,Maharashtra,10,7,1
82.9,69.1,1,33.6,0,16,0,Cloud Infrastructure,Tamil Nadu,12,9,1
65.1,42.1,0,71.8,0,16,0,Cloud Infrastructure,Uttar Pradesh,4,3,0
66.5,49.1,0,70.0,0,20,0,Data Science & AI,Telangana,9,4,1
68.8,42.4,0,74.2,0,12,1,Healthcare Technology,Gujarat,12,6,0
65.0,34.4,0,74.8,0,20,0,Information Technology,Tamil Nadu,7,3,0
86.7,78.1,1,35.8,0,14,0,Cloud Infrastructure,Karnataka,12,11,1
87.1,77.3,1,21.5,0,16,0,Industrial Electronics,Rajasthan,9,10,1
86.3,75.3,1,31.9,1,16,0,Information Technology,Telangana,13,10,1
72.1,48.4,0,61.3,1,16,0,Cloud Infrastructure,Maharashtra,5,4,1
65.0,38.9,0,76.4,0,14,0,Cloud Infrastructure,Tamil Nadu,12,3,1
84.0,67.6,1,35.1,0,14,1,Information Technology,Maharashtra,10,8,1
70.1,41.7,1,60.2,1,18,0,Information Technology,Telangana,7,8,1
69.4,52.3,1,55.8,0,18,0,Information Technology,Telangana,5,8,0
76.3,55.8,0,58.0,0,16,0,Information Technology,Rajasthan,16,6,0
76.6,53.8,1,46.6,1,14,0,Information Technology,Tamil Nadu,12,9,1
86.6,76.1,1,34.5,0,16,0,Industrial Electronics,Maharashtra,11,11,1
78.7,60.4,1,43.4,0,18,0,Information Technology,Tamil Nadu,10,8,1
64.5,41.7,0,72.8,1,14,0,Data Science & AI,Delhi,8,5,1
86.6,70.6,1,38.2,0,16,1,Industrial Electronics,Maharashtra,17,10,1
70.5,50.2,1,64.3,1,20,2,Data Science & AI,Maharashtra,10,6,1
70.6,49.2,0,73.6,1,16,0,Information Technology,Delhi,8,6,1
65.5,45.0,1,64.6,0,12,0,Industrial Electronics,Maharashtra,8,7,1
71.7,49.4,1,44.6,0,12,0,Healthcare Technology,Uttar Pradesh,3,6,1
90.1,72.7,1,34.8,1,12,0,Cloud Infrastructure,Karnataka,15,10,1
82.9,63.5,1,42.1,0,14,2,Data Science & AI,Karnataka,15,10,1
54.8,32.0,0,85.0,0,16,0,Cloud Infrastructure,Telangana,9,3,0
78.5,54.9,0,51.8,0,20,0,Data Science & AI,Maharashtra,12,7,1
82.1,65.7,0,46.4,0,16,2,Data Science & AI,West Bengal,12,6,1
86.9,72.4,1,29.7,1,16,0,Industrial Electronics,Gujarat,9,9,1
75.6,50.0,1,45.4,0,14,0,Healthcare Technology,Delhi,9,7,1
66.1,36.5,0,69.8,0,16,0,Industrial Electronics,Karnataka,4,5,0
92.1,75.7,1,29.4,1,14,0,Information Technology,Maharashtra,11,10,1
89.8,72.2,1,34.8,0,16,0,Data Science & AI,Karnataka,13,11,1
68.3,50.5,0,70.6,0,14,0,Cloud Infrastructure,Karnataka,5,5,1
79.8,60.2,1,39.7,0,12,1,Healthcare Technology,Uttar Pradesh,14,8,1
80.9,66.6,0,60.9,0,16,0,Cloud Infrastructure,Tamil Nadu,8,5,0
85.7,65.8,1,39.3,0,16,0,Data Science & AI,Uttar Pradesh,12,9,1
76.9,54.3,1,51.2,0,14,2,Cloud Infrastructure,Kerala,17,9,1
72.2,47.5,0,72.3,0,24,1,Industrial Electronics,Karnataka,7,6,1
69.4,50.7,0,60.2,0,16,0,Data Science & AI,Gujarat,9,5,0
82.6,67.7,0,44.5,0,20,0,Information Technology,Uttar Pradesh,15,7,1
78.5,62.5,1,37.8,0,18,0,Information Technology,Gujarat,15,9,1
77.3,61.5,1,43.7,1,16,2,Data Science & AI,Kerala,9,7,1
87.2,75.5,1,35.8,0,16,0,Information Technology,Telangana,11,9,1
80.9,57.6,0,56.4,1,16,1,Cloud Infrastructure,Maharashtra,13,5,1
93.5,81.1,1,28.5,1,14,0,Data Science & AI,West Bengal,9,10,1
81.2,61.5,1,40.7,0,18,0,Information Technology,Gujarat,13,8,1
87.7,70.5,1,23.7,0,12,0,Cloud Infrastructure,Gujarat,10,10,0
84.6,62.8,0,38.2,1,16,0,Information Technology,Karnataka,10,9,1
84.1,72.8,1,28.2,1,12,1,Cloud Infrastructure,Telangana,10,10,1
87.4,77.6,1,28.1,0,12,0,Cloud Infrastructure,Gujarat,12,10,1
86.3,77.0,0,46.9,0,16,0,Cloud Infrastructure,Karnataka,9,7,1
52.0,32.0,0,85.0,0,14,0,Cloud Infrastructure,Telangana,10,3,0
85.1,73.6,1,30.9,0,16,0,Data Science & AI,West Bengal,8,11,1
73.0,59.8,0,63.8,0,16,1,Cloud Infrastructure,Karnataka,12,6,1
71.9,45.6,0,66.3,0,18,0,Information Technology,Telangana,7,6,1
78.7,62.9,1,50.2,0,16,1,Information Technology,Karnataka,19,8,1
80.8,65.4,1,36.0,0,16,0,Information Technology,Maharashtra,12,10,1
68.9,46.8,1,61.2,0,20,0,Data Science & AI,Maharashtra,9,7,1
93.1,82.0,1,21.8,0,14,1,Cloud Infrastructure,Delhi,11,11,1
65.5,39.5,0,75.1,0,24,0,Industrial Electronics,Maharashtra,6,4,0
78.0,53.6,0,59.0,0,14,0,Data Science & AI,Rajasthan,10,6,0
86.3,66.7,1,30.6,0,16,1,Cloud Infrastructure,Uttar Pradesh,16,11,1
76.9,51.7,1,43.3,0,14,0,Healthcare Technology,Delhi,9,8,0
87.8,71.0,1,27.5,0,20,0,Information Technology,Uttar Pradesh,18,9,1
88.3,69.2,1,22.4,0,12,1,Cloud Infrastructure,Gujarat,12,11,1
67.8,47.6,1,52.4,1,16,0,Data Science & AI,Maharashtra,5,7,1
69.5,48.4,1,56.2,0,14,0,Healthcare Technology,Gujarat,6,8,0
90.8,68.2,1,31.8,0,18,1,Information Technology,Tamil Nadu,8,11,1
69.3,49.8,1,51.9,1,16,0,Data Science & AI,Telangana,8,8,1
75.1,51.9,0,58.7,1,14,0,Data Science & AI,Gujarat,9,5,1
91.0,87.8,1,28.5,1,12,4,Industrial Electronics,Delhi,11,10,1
77.1,61.5,1,44.5,0,14,1,Data Science & AI,West Bengal,9,7,1
93.6,79.1,0,36.1,0,12,2,Cloud Infrastructure,Tamil Nadu,13,7,1
94.8,79.2,1,28.7,1,14,0,Information Technology,Delhi,10,10,1
64.4,35.9,0,68.5,0,14,0,Data Science & AI,Tamil Nadu,9,5,0
87.9,76.7,1,34.4,0,16,4,Data Science & AI,Gujarat,12,9,1
89.4,78.8,1,33.8,1,20,0,Information Technology,Tamil Nadu,11,9,1
76.8,54.7,0,60.3,1,16,0,Cloud Infrastructure,Rajasthan,10,5,1
82.0,71.0,1,41.3,0,14,0,Healthcare Technology,Kerala,11,8,1
91.6,83.0,0,34.7,1,16,0,Cloud Infrastructure,Tamil Nadu,8,8,1
86.4,69.8,1,35.4,0,16,0,Cloud Infrastructure,Rajasthan,13,9,1
93.0,87.6,1,21.9,1,14,0,Information Technology,Uttar Pradesh,11,10,1
87.1,75.3,1,31.2,0,20,0,Data Science & AI,Telangana,8,9,1
81.5,59.3,0,47.0,0,14,0,Cloud Infrastructure,Maharashtra,13,7,1
71.0,52.5,0,67.3,1,14,0,Cloud Infrastructure,West Bengal,6,4,1
93.9,76.8,1,22.3,0,20,0,Information Technology,Uttar Pradesh,14,10,1
96.5,85.7,1,20.6,0,14,0,Healthcare Technology,West Bengal,14,11,1
86.7,68.6,1,24.7,0,14,0,Data Science & AI,Maharashtra,15,11,1
84.0,69.4,1,33.9,0,12,0,Cloud Infrastructure,Tamil Nadu,16,8,1
75.1,49.6,0,65.4,0,14,0,Information Technology,West Bengal,8,6,0
85.9,70.2,0,40.2,1,20,0,Information Technology,Gujarat,7,9,1
76.6,66.2,0,60.8,1,18,0,Information Technology,Delhi,16,6,1
81.5,60.1,1,50.1,0,24,2,Industrial Electronics,Telangana,16,8,1
71.9,50.2,0,70.2,0,14,1,Cloud Infrastructure,Telangana,8,4,1
89.6,78.0,1,22.5,0,20,0,Information Technology,Uttar Pradesh,14,10,1
90.7,83.6,1,36.0,0,16,0,Cloud Infrastructure,Rajasthan,13,9,1
57.3,32.0,0,73.9,0,20,1,Information Technology,Maharashtra,6,4,0
82.5,68.7,1,29.8,0,12,0,Cloud Infrastructure,Maharashtra,6,9,1
78.7,71.1,1,39.8,0,18,0,Information Technology,Karnataka,9,8,1
55.5,32.0,0,85.0,1,24,0,Industrial Electronics,Tamil Nadu,6,3,0
73.1,52.5,0,58.7,1,14,2,Information Technology,Maharashtra,6,4,1
91.0,76.7,1,30.1,0,20,0,Information Technology,Karnataka,16,10,1
93.1,78.0,1,22.2,1,18,1,Information Technology,Tamil Nadu,13,11,1
84.3,76.2,1,41.6,1,14,1,Cloud Infrastructure,Maharashtra,13,8,1
70.1,50.9,0,67.3,0,24,0,Industrial Electronics,Kerala,5,5,0
82.9,66.4,1,31.3,0,14,0,Information Technology,West Bengal,14,10,1
95.1,77.6,0,43.6,0,16,0,Cloud Infrastructure,Maharashtra,9,8,1
90.2,74.9,0,40.1,1,12,0,Healthcare Technology,Karnataka,10,9,1
83.4,69.8,0,54.6,0,14,0,Healthcare Technology,Tamil Nadu,9,6,1
77.9,58.4,0,55.0,1,14,1,Information Technology,Tamil Nadu,11,6,1
73.7,55.3,0,55.4,0,14,0,Data Science & AI,Tamil Nadu,16,6,0
92.3,80.4,1,30.2,0,20,1,Data Science & AI,Kerala,8,10,1
82.5,60.0,0,44.5,1,16,1,Data Science & AI,Maharashtra,19,8,1
82.1,68.3,1,38.1,0,14,1,Healthcare Technology,Gujarat,15,8,1
83.4,62.7,1,39.6,0,16,0,Cloud Infrastructure,Rajasthan,9,8,1
77.6,48.7,0,62.8,0,14,0,Data Science & AI,Maharashtra,7,7,1
78.9,60.5,0,44.2,1,24,0,Industrial Electronics,Karnataka,8,7,1
70.1,50.2,0,60.5,1,16,0,Cloud Infrastructure,Uttar Pradesh,5,5,0
95.9,71.1,1,24.9,0,14,0,Information Technology,Maharashtra,17,10,1
78.7,60.7,1,45.1,1,14,0,Information Technology,Tamil Nadu,15,7,1
93.7,83.0,1,20.8,1,16,0,Cloud Infrastructure,Maharashtra,10,12,1
68.8,44.6,0,72.5,0,16,0,Data Science & AI,Delhi,3,6,0
82.1,67.1,0,51.8,1,18,0,Information Technology,Rajasthan,17,8,1
79.8,63.7,1,42.1,1,14,1,Cloud Infrastructure,Tamil Nadu,11,8,1
85.5,78.1,1,35.7,0,18,0,Information Technology,Maharashtra,12,11,1
86.1,73.4,0,53.6,0,16,0,Information Technology,Delhi,13,7,0
78.3,61.4,0,57.1,1,20,0,Data Science & AI,Karnataka,12,5,1
81.7,61.3,1,48.7,0,24,1,Industrial Electronics,Maharashtra,20,9,1
80.1,65.4,1,39.4,0,20,0,Information Technology,Tamil Nadu,4,8,1
77.7,62.7,1,40.0,0,12,1,Industrial Electronics,Maharashtra,13,7,1
94.3,84.7,1,22.8,0,14,0,Information Technology,Gujarat,15,11,1
81.7,76.6,0,46.8,0,14,0,Healthcare Technology,Telangana,13,6,1
76.5,61.3,1,40.9,0,14,1,Data Science & AI,Telangana,11,7,0
89.3,70.7,1,33.6,1,20,0,Information Technology,Gujarat,16,11,1
86.7,72.3,1,27.2,1,20,3,Information Technology,West Bengal,13,10,1
84.7,61.9,1,43.1,0,10,0,Healthcare Technology,Karnataka,11,9,1
92.4,82.3,1,30.0,0,14,0,Healthcare Technology,Rajasthan,9,11,1
69.7,47.2,0,66.4,0,18,1,Information Technology,West Bengal,4,4,1
88.2,74.9,1,36.5,0,14,1,Cloud Infrastructure,Maharashtra,16,11,1
83.2,66.9,1,33.2,0,16,0,Information Technology,Karnataka,12,9,1
88.1,80.6,1,35.7,0,12,1,Healthcare Technology,Tamil Nadu,15,9,1
73.0,59.7,0,51.6,0,16,1,Information Technology,Maharashtra,13,6,0
77.5,57.2,0,55.4,1,14,0,Cloud Infrastructure,Gujarat,16,6,1
79.9,62.6,1,43.6,0,14,3,Cloud Infrastructure,Telangana,15,9,1
78.6,59.4,0,59.4,0,12,0,Healthcare Technology,Uttar Pradesh,14,7,1
84.5,64.4,1,32.0,0,20,0,Data Science & AI,Maharashtra,16,10,1
57.2,32.0,0,79.4,0,14,0,Data Science & AI,Karnataka,5,2,0
85.3,68.4,1,28.2,1,14,2,Information Technology,Karnataka,18,8,1
83.3,70.7,1,41.5,1,14,0,Data Science & AI,Maharashtra,10,9,1
71.4,49.1,0,63.7,0,16,0,Cloud Infrastructure,Uttar Pradesh,18,6,1
74.2,56.8,0,52.7,0,14,0,Data Science & AI,Karnataka,10,5,1
66.1,45.0,0,74.6,0,14,1,Information Technology,Gujarat,10,4,0
83.2,57.1,0,56.8,0,20,0,Data Science & AI,Telangana,12,6,1
91.0,77.2,1,26.7,1,16,0,Cloud Infrastructure,Tamil Nadu,8,9,1
93.4,81.0,1,19.8,1,18,0,Information Technology,Karnataka,18,10,1
82.5,65.2,1,38.5,1,18,1,Information Technology,Uttar Pradesh,11,8,1
67.8,44.5,0,74.0,0,18,0,Information Technology,Kerala,6,5,0
70.7,50.6,0,65.6,1,12,0,Industrial Electronics,Karnataka,6,4,1
70.7,54.2,0,58.2,1,10,0,Healthcare Technology,Maharashtra,5,6,1
87.7,74.0,1,23.2,1,16,0,Data Science & AI,Maharashtra,14,10,1
81.1,59.8,1,42.1,0,16,0,Data Science & AI,Uttar Pradesh,11,9,1
76.8,52.8,1,41.7,1,16,0,Information Technology,Tamil Nadu,8,8,1
75.2,61.6,0,51.1,0,24,0,Industrial Electronics,Karnataka,12,7,0
70.9,41.5,0,70.4,1,16,0,Information Technology,Uttar Pradesh,7,4,1
94.4,80.6,1,20.7,0,24,0,Industrial Electronics,Karnataka,11,12,1
71.5,50.6,0,70.0,0,16,4,Data Science & AI,Karnataka,8,4,1
87.8,71.2,1,25.0,0,14,1,Information Technology,Karnataka,14,9,1
67.9,43.8,1,53.8,0,24,0,Industrial Electronics,Uttar Pradesh,8,5,0
69.6,41.3,0,69.5,0,12,1,Cloud Infrastructure,West Bengal,6,4,0
85.5,66.6,1,36.6,1,18,0,Information Technology,Tamil Nadu,11,9,1
87.0,77.5,1,31.7,0,16,0,Data Science & AI,Karnataka,13,10,1
77.7,67.1,1,48.9,0,16,0,Cloud Infrastructure,Maharashtra,9,9,1
88.3,70.8,1,32.6,0,14,0,Cloud Infrastructure,Rajasthan,10,11,1
83.4,63.7,1,46.6,0,14,0,Healthcare Technology,Maharashtra,12,9,1
79.1,69.5,1,39.1,0,14,0,Information Technology,Karnataka,18,8,1
86.0,69.2,1,32.2,0,16,0,Industrial Electronics,Uttar Pradesh,6,9,1
79.4,67.4,1,39.1,0,14,0,Data Science & AI,Delhi,18,7,1
62.2,33.8,0,83.6,1,18,0,Information Technology,West Bengal,8,3,0
84.8,66.8,0,50.1,0,24,0,Industrial Electronics,Uttar Pradesh,13,9,0
